UNITID,BallID,Copl,Height,Warpage,Width
78BN821200957,BA8,80.78,289.4,75.09,486.39
78BN821200957,BA10,85.28,292.59,82.74,479.24
78BN821200957,BA25,99.78,289.95,93.94,478.01
78BN821200957,BA27,89.75,294.57,87.67,482.17
78BN821200957,BA28,88.05,296.91,84,487.13
78BN821200957,BA29,81.48,298.36,78.97,518.41
78BN821200957,BA30,73.5,298.54,75.12,522.8
78BN821200957,BA31,66.82,303.7,68.69,527.58
78BN821200957,BA32,59.59,300.37,62.65,533.46
78BN821200957,BA34,53.04,298.79,55.25,538.53
78BN821200957,BA35,48.77,298.76,49.73,543.74
78BN821200957,BA36,43.71,299.06,44.5,545.47
78BN821200957,BA37,38.98,300.39,41.19,541.63
78BN821200957,BB2,45.1,301.5,51.06,536.75
78BN821200957,BB3,49.77,295.96,53.29,541.42
78BN821200957,BB4,53.83,295.93,57.93,522.13
78BN821200957,BB9,80.81,296.02,77.18,483.72
78BN821200957,BB24,93.88,301.28,97.97,475.71
78BN821200957,BB26,90.65,293.77,88.65,482.11
78BN821200957,BB33,52.18,299.17,55.95,536.77
78BN821200957,BB34,48.67,302.09,51.14,537.37
78BN821200957,BB35,43.33,301.37,46.29,542.84
78BN821200957,BB36,43.56,298.63,41.98,541.71
78BN821200957,BC1,43.13,297.75,47.82,530.61
78BN821200957,BC2,45.9,298.32,49.62,545.12
78BN821200957,BC3,51.22,298.11,52.86,539
78BN821200957,BC4,53.58,297.31,55.73,529.35
78BN821200957,BC5,66.43,289.85,60.98,503.09
78BN821200957,BC6,67.62,292.76,64.87,480.03
78BN821200957,BC7,72.96,291.89,69.03,482.99
78BN821200957,BC8,73.69,294.34,71.17,489.14
78BN821200957,BC9,74.34,291.48,70.96,486.27
78BN821200957,BC10,78.92,293.67,78.58,475.53
78BN821200957,BC24,88.73,297.3,91.39,475.36
78BN821200957,BC25,90.5,294.9,90.47,477.84
78BN821200957,BC26,86.12,294.99,83.41,484.97
78BN821200957,BC27,83.52,295.57,82.88,482.89
78BN821200957,BC28,79.7,298.15,80.24,485.19
78BN821200957,BC29,76.22,297.9,76.52,521.45
78BN821200957,BC30,69.15,301.55,72.04,526.85
78BN821200957,BC31,62.08,302.69,66.14,524.83
78BN821200957,BC32,59.45,298.81,61.97,527.69
78BN821200957,BC34,51.67,297.83,51.79,535.09
78BN821200957,BC35,45.46,298.54,46.74,541.51
78BN821200957,BC36,40.31,299.87,42.85,546.72
78BN821200957,BC37,36.04,302.13,39.24,540.68
78BN821200957,BD3,46.89,297.22,49.6,546.11
78BN821200957,BD4,49.92,297.37,51.73,534.18
78BN821200957,BD5,58.06,292.61,57.24,509.59
78BN821200957,BD6,64.44,290.34,60.01,487
78BN821200957,BD7,67.32,291,63.18,491.44
78BN821200957,BD8,70,292.45,66.33,493.01
78BN821200957,BD10,74.66,290.28,72.33,474.07
78BN821200957,BD25,86.13,292.82,83.55,479.04
78BN821200957,BD27,81.94,291.57,77.92,482.59
78BN821200957,BD28,79.18,291.83,75.21,485.14
78BN821200957,BD29,69.56,299.73,71.13,522.91
78BN821200957,BD30,66.76,295.53,66.88,529.67
78BN821200957,BD31,59.18,297.95,62.57,534.25
78BN821200957,BD32,53.34,301.63,57.25,530.46
78BN821200957,BD33,48.67,302.73,52.17,537.68
78BN821200957,BD35,41.64,302.84,44.07,542.52
78BN821200957,BD36,43.17,295.64,38.39,535.76
78BN821200957,BE1,40.72,297.31,44.42,531.12
78BN821200957,BE2,40.59,299.02,45.26,541.76
78BN821200957,BE3,47.82,295.46,47.46,542.23
78BN821200957,BE4,52.65,295.25,51.79,527.33
78BN821200957,BE5,52.08,295.22,52.89,515.84
78BN821200957,BE6,56.35,292.18,56.03,486.99
78BN821200957,BE7,56.64,294.22,57.7,489.54
78BN821200957,BE8,62.76,293.76,59.8,501.89
78BN821200957,BE9,71.05,291.67,65.01,485.41
78BN821200957,BE10,65.75,295.1,66.06,479.27
78BN821200957,BE24,81.51,298.54,85.04,471.93
78BN821200957,BE25,80.25,292.77,76.33,479.58
78BN821200957,BE26,77.09,296.01,76.84,483.48
78BN821200957,BE27,71.56,295.82,72.01,484.68
78BN821200957,BE28,69.87,296.15,69.81,493.69
78BN821200957,BE29,62.62,301.01,66.15,531.76
78BN821200957,BE30,62.24,297.04,62.09,532.59
78BN821200957,BE31,59.47,298.86,58.53,531.19
78BN821200957,BE32,51.9,298.1,54.07,534.02
78BN821200957,BE34,44.24,299.65,47.29,536.59
78BN821200957,BE35,40.73,299.06,42.69,534.29
78BN821200957,BE36,37.37,298.86,37.65,543.72
78BN821200957,BE37,32.49,301.6,34.95,531.3
78BN821200957,BF2,38.1,299.45,42.21,536.87
78BN821200957,BF3,47.86,296.22,45.36,538.45
78BN821200957,BF4,48.86,293.29,48.34,528.8
78BN821200957,BF9,58.07,293.99,58.48,497.34
78BN821200957,BF24,81.05,296.28,77.12,475.31
78BN821200957,BF26,75.28,290.22,70.16,490.22
78BN821200957,BF33,42.59,302.34,46.81,534.04
78BN821200957,BF34,40.94,299.77,41.73,539.31
78BN821200957,BF35,35.74,300.9,38.51,540.81
78BN821200957,BF36,37.36,300.69,34.92,540.01
78BN821200957,BG1,35.54,298.32,38.78,527.76
78BN821200957,BG2,37.37,297.8,40.09,540.04
78BN821200957,BG3,38.58,300.17,43.79,536.49
78BN821200957,BG4,44.78,296.01,46.04,529.75
78BN821200957,BG5,44.62,300.17,49.37,515.9
78BN821200957,BG6,53.22,291.26,51.33,489.79
78BN821200957,BG7,53.36,292.91,54.03,494.43
78BN821200957,BG8,58.36,290.86,54.61,498.66
78BN821200957,BG10,63.14,292.15,58.93,479.79
78BN821200957,BG25,72.86,293.84,68.94,486.8
78BN821200957,BG27,68.17,295.35,66.47,492.48
78BN821200957,BG28,67.03,293.71,64.52,497.09
78BN821200957,BG29,59.19,300.94,60.99,531.68
78BN821200957,BG30,55.36,304.41,57.62,533.11
78BN821200957,BG31,55.71,296.61,53.59,532.87
78BN821200957,BG32,46.37,304.23,49.3,531.74
78BN821200957,BG34,39.76,297.86,40.87,540.17
78BN821200957,BG35,34.07,300.79,37.55,545.99
78BN821200957,BG36,33.51,298.34,32.79,541.02
78BN821200957,BG37,30.55,301.13,29.97,531.11
78BN821200957,BH3,35.49,297.17,39.56,542.02
78BN821200957,BH4,36.95,297.33,41.6,542.03
78BN821200957,BH9,60.01,291.56,54.44,501.44
78BN821200957,BH24,73.55,293.98,69.27,482.49
78BN821200957,BH25,67.86,291.85,63.77,490.82
78BN821200957,BH26,69.02,293.97,65,493.83
78BN821200957,BH27,64.37,293.53,61.39,497.34
78BN821200957,BH28,64.04,294.09,59.61,497.89
78BN821200957,BH29,53.61,301.02,55.94,526.75
78BN821200957,BH30,50.56,304.81,53.03,533.33
78BN821200957,BH31,47.23,302.37,48.87,530.77
78BN821200957,BH32,46.8,299.44,44.95,534.58
78BN821200957,BH33,40.7,298.63,40.78,536.45
78BN821200957,BH35,32.52,299.41,33.42,541.65
78BN821200957,BH36,26.45,299.94,29.21,538.99
78BN821200957,BJ1,26.64,298.76,33.19,524.42
78BN821200957,BJ2,29.48,296.83,33.95,535.99
78BN821200957,BJ3,35.19,296.74,37.01,537.13
78BN821200957,BJ4,43.18,297.78,41.03,534.93
78BN821200957,BJ5,43.49,294.63,44.92,518.57
78BN821200957,BJ6,48.06,295.5,46.73,487.34
78BN821200957,BJ7,55.29,290.81,49.59,494.75
78BN821200957,BJ8,53.75,289.4,50.61,502.43
78BN821200957,BJ9,54.1,290.96,50.32,503.57
78BN821200957,BJ10,60.68,291.9,54.97,485.01
78BN821200957,BJ24,68.81,291.94,63.39,483.65
78BN821200957,BJ26,60.07,295.04,60.06,497.21
78BN821200957,BJ34,30.7,301.66,34.15,532.89
78BN821200957,BJ35,27.17,301.36,31.05,537.81
78BN821200957,BJ36,27.29,300.5,26.06,541.07
78BN821200957,BJ37,20.39,302.4,23.31,532.57
78BN821200957,BK2,29.81,293.68,30.74,527.87
78BN821200957,BK3,30.51,295.48,32.52,532.21
78BN821200957,BK4,37,295.33,37.16,529.72
78BN821200957,BK5,35.51,298.01,39.28,519.55
78BN821200957,BK6,42.31,297,42.18,492.34
78BN821200957,BK7,48.19,290.66,44.16,500.69
78BN821200957,BK8,49.31,290.15,45.67,503.59
78BN821200957,BK10,52.78,292.49,49.74,494.44
78BN821200957,BK25,62.58,292.71,58.46,499.76
78BN821200957,BK27,57.88,295.76,55.36,491.63
78BN821200957,BK28,57.48,297.47,53.78,499.43
78BN821200957,BK29,49.58,298.28,50.51,531.84
78BN821200957,BK30,44.97,299.28,47.19,533.02
78BN821200957,BK31,41.11,303.08,43.4,533.49
78BN821200957,BK32,36.2,300.48,39.16,530.02
78BN821200957,BK33,32.59,297.72,32.77,530.79
78BN821200957,BK34,27,304.08,28.08,536.22
78BN821200957,BK35,24.53,297.56,24.78,534.05
78BN821200957,BK36,18.3,301.58,21.7,533.27
78BN821200957,BL1,19.81,300.8,24.92,518.63
78BN821200957,BL2,23.22,297.76,27.11,530.67
78BN821200957,BL3,28.32,298.38,30.89,536.41
78BN821200957,BL4,29.12,298.43,32.93,532.55
78BN821200957,BL5,31.9,298.01,34.74,521.64
78BN821200957,BL6,34.81,297.72,37.23,501.61
78BN821200957,BL7,45.58,295.75,40.53,500.92
78BN821200957,BL8,44.19,292.24,42.01,507.51
78BN821200957,BL9,51.54,289.93,44.95,509.03
78BN821200957,BL10,48.86,291.02,45.79,499.35
78BN821200957,BL24,64.12,295.91,58.65,492.17
78BN821200957,BL25,56.7,293.75,54.24,505.2
78BN821200957,BL26,58.39,292.52,54.66,499.97
78BN821200957,BL27,50.56,296.49,50.56,494.32
78BN821200957,BL28,52.03,296.34,48.89,497.27
78BN821200957,BL29,46.63,296.36,45.35,526.04
78BN821200957,BL30,43.88,299.33,41.75,529.18
78BN821200957,BL31,40.07,296.94,37.53,526.56
78BN821200957,BL32,34.75,298.05,33.53,526.58
78BN821200957,BL34,23.68,300.26,27.03,530.46
78BN821200957,BL35,20.06,301.07,22.7,533.21
78BN821200957,BL36,21.52,297.68,19.27,525.73
78BN821200957,BL37,14.23,304.77,17.2,525.01
78BN821200957,BM3,21.39,296.46,24.83,536.82
78BN821200957,BM4,25.92,296.49,28.13,535.92
78BN821200957,BM9,46.05,290.47,41.51,515.26
78BN821200957,BM24,56.38,295.3,54,502.79
78BN821200957,BM26,51.14,295.75,49.85,504.24
78BN821200957,BM33,24.85,298.63,24.39,530.02
78BN821200957,BM35,13.55,300.86,17.34,534.78
78BN821200957,BM36,13.02,299.78,14.4,528.39
78BN821200957,BN1,14.79,298.73,17.94,510.91
78BN821200957,BN2,16.85,294.09,18.96,521.88
78BN821200957,BN3,21.48,296.32,22.97,536.29
78BN821200957,BN4,24.57,296.54,26.31,531.29
78BN821200957,BN5,28.23,295.12,29.54,529.68
78BN821200957,BN6,28.1,298.17,31.5,530.15
78BN821200957,BN7,38.61,292.13,34.94,526.57
78BN821200957,BN8,36.87,293.96,36.31,528.95
78BN821200957,BN10,40.78,295.52,41.1,538.83
78BN821200957,BN25,52.44,295.13,48.34,499.35
78BN821200957,BN27,46.02,294.05,45.4,503.13
78BN821200957,BN28,42.44,299.74,43.13,501.32
78BN821200957,BN29,36.12,302.76,39.84,530.53
78BN821200957,BN30,38.11,296.37,35.4,528.79
78BN821200957,BN31,28.4,300.62,31.19,526.09
78BN821200957,BN32,24.2,301.28,27.29,523.58
78BN821200957,BN34,17.64,297.6,17.94,528.77
78BN821200957,BN35,11.42,302.31,15.17,527.81
78BN821200957,BN36,9.53,299.42,10.6,527.6
78BN821200957,BN37,5.85,302.53,8.25,517.46
78BN821200957,BP2,12.23,295,14.52,508.52
78BN821200957,BP3,17.94,293.96,17.28,521.74
78BN821200957,BP4,23.13,296.43,22.86,530.75
78BN821200957,BP5,21.17,297.71,23.34,528.3
78BN821200957,BP6,23.01,297.75,26.65,528.49
78BN821200957,BP7,31.22,293.77,29.25,528.07
78BN821200957,BP8,28.14,301,31.46,528.72
78BN821200957,BP9,35.02,296.91,34.75,532.37
78BN821200957,BP11,43.51,291.85,41.19,502.67
78BN821200957,BP12,55.23,288.66,46.9,484.49
78BN821200957,BP14,55.57,291.13,51.47,483.11
78BN821200957,BP15,64.32,290.24,55.84,479.62
78BN821200957,BP16,64.23,289.81,58.5,485.8
78BN821200957,BP18,61.72,293.13,60.33,494.2
78BN821200957,BP19,63.49,294.16,60.41,488.42
78BN821200957,BP20,61.28,296.51,59.49,486.48
78BN821200957,BP22,62.14,297.35,57.28,488.85
78BN821200957,BP23,55.01,296.96,53.46,499.71
78BN821200957,BP24,49.01,296.34,49.41,502.29
78BN821200957,BP25,45.34,298.09,45.55,533.69
78BN821200957,BP27,39.34,300.26,39.74,529.91
78BN821200957,BP28,33.69,302.43,36.48,527.57
78BN821200957,BP29,31.31,300.59,33.55,523.71
78BN821200957,BP30,27.1,299.49,28.69,526.02
78BN821200957,BP31,20.22,300.68,25.04,518.3
78BN821200957,BP32,21.79,296.58,20.64,520.77
78BN821200957,BP33,17.28,297.26,15.72,523.54
78BN821200957,BP34,11.45,300.9,11.63,524.63
78BN821200957,BP35,5.9,300.03,7.78,525.55
78BN821200957,BP36,6.08,297.01,5.29,516.75
78BN821200957,BR1,4.83,296.07,8.79,499.15
78BN821200957,BR2,8.67,295.53,10.96,511.93
78BN821200957,BR3,13.76,298.65,14.72,527.29
78BN821200957,BR4,16.34,297.97,17.58,528.44
78BN821200957,BR11,39.2,292.91,38.24,506.02
78BN821200957,BR12,45.94,293.05,44.45,497.09
78BN821200957,BR14,51.66,292.77,49.91,496.47
78BN821200957,BR15,58.15,291.05,54.72,496.43
78BN821200957,BR16,65.2,293.17,56.87,494.72
78BN821200957,BR18,62.43,294.45,58.84,506.55
78BN821200957,BR19,63.03,292.55,58.5,505.47
78BN821200957,BR20,61.32,295.28,57.67,497.47
78BN821200957,BR22,54.19,295.4,55.28,495.61
78BN821200957,BR23,52.27,297.13,50.91,504.01
78BN821200957,BR24,43.58,300.26,46.11,505.54
78BN821200957,BR25,43.76,296.48,41.32,522.87
78BN821200957,BR34,7.11,298.86,8.61,519.68
78BN821200957,BR35,3.67,297.97,5.22,520.32
78BN821200957,BR36,1.59,298.7,1.9,518.83
78BN821200957,BR37,-2.22,302.35,0.12,507.88
78BN821200957,BT3,6.72,298.03,8.08,524.33
78BN821200957,BT4,9.9,300.5,11.59,531.33
78BN821200957,BT5,17.77,294.99,17.33,524.12
78BN821200957,BT6,16.98,298.7,20.29,526.93
78BN821200957,BT7,21.11,295.56,23.52,523.28
78BN821200957,BT8,25.72,296.6,27.25,526.55
78BN821200957,BT9,28.79,298.13,29.78,529.93
78BN821200957,BT11,36.83,293.15,35.74,512.07
78BN821200957,BT12,44.35,295.28,42.83,507.28
78BN821200957,BT14,53.86,293.24,48.63,504.09
78BN821200957,BT15,62.4,291.08,53.7,502.82
78BN821200957,BT16,60.42,289.99,55.74,510.93
78BN821200957,BT18,60.71,292.78,57.39,516.86
78BN821200957,BT19,61.4,292.75,56.9,509.81
78BN821200957,BT20,59.06,295.11,56.29,503.23
78BN821200957,BT22,51.98,299.63,53.9,501.18
78BN821200957,BT23,46.46,299.45,49.04,510.2
78BN821200957,BT24,43.84,297.53,43.39,507.09
78BN821200957,BT25,40.1,293.04,37.54,529.21
78BN821200957,BT27,31.39,298.68,33.95,522.94
78BN821200957,BT28,28.48,299.5,30.47,523.97
78BN821200957,BT29,24.71,299.53,26.24,521.36
78BN821200957,BT30,23.43,298.71,21.62,520.49
78BN821200957,BT31,16.74,300.51,18.27,518.16
78BN821200957,BT32,11.94,300.78,14.09,517.52
78BN821200957,BT33,6.15,298.25,6.03,515.6
78BN821200957,BT35,1.02,296.55,-1.32,514.56
78BN821200957,BT36,-3.25,298.2,-4.16,511.84
78BN821200957,BU1,-3.64,297.66,-1.02,496.6
78BN821200957,BU2,0.29,296.32,1.81,510.78
78BN821200957,BU3,-0.5,299.06,5.09,526.29
78BN821200957,BU4,6,303.08,9.55,528.19
78BN821200957,BU5,7.55,296.7,10.11,517.49
78BN821200957,BU6,12.32,296.96,14.05,519.32
78BN821200957,BU7,20.2,291.1,16.43,515.45
78BN821200957,BU8,20.23,296.14,20.16,519.48
78BN821200957,BU9,21.7,296.07,23.17,524.13
78BN821200957,BU11,35.8,291.59,31.56,512.69
78BN821200957,BU12,39.54,293.39,39.34,511.7
78BN821200957,BU14,44.47,297.02,46.27,511.71
78BN821200957,BU15,54.95,290.69,50.72,509.87
78BN821200957,BU16,57.66,292.7,53.96,512.15
78BN821200957,BU18,54.88,296.24,55.33,520.55
78BN821200957,BU19,56.05,295.34,55.29,517.67
78BN821200957,BU20,56.99,294.29,54,508.71
78BN821200957,BU22,53.18,295.52,51.25,510.94
78BN821200957,BU23,47.25,295.93,46.41,509.18
78BN821200957,BU24,41.98,299.09,40.62,508.86
78BN821200957,BU25,35.11,296.34,33.73,523.8
78BN821200957,BU27,25.98,297.23,27.15,518.71
78BN821200957,BU28,20.56,298.79,23.73,518.38
78BN821200957,BU29,17.09,300.16,19.27,516.86
78BN821200957,BU30,14.04,298.85,15.23,516.24
78BN821200957,BU31,8.92,299.58,10.65,515.98
78BN821200957,BU32,1.64,302.15,6.57,514.21
78BN821200957,BU34,-4.73,302.08,-1.84,512.88
78BN821200957,BU35,-6.25,304.49,-4.47,513.26
78BN821200957,BU36,-8.22,300.51,-9.03,510.47
78BN821200957,BU37,-11.1,302.57,-11.27,503.14
78BN821200957,BV2,-6.39,297.32,-4.13,498.35
78BN821200957,BV3,-2.69,297.04,-2.22,513.7
78BN821200957,BV4,6.18,293.89,3.99,519.24
78BN821200957,BV11,30.75,292.72,27.12,512.11
78BN821200957,BV12,35.85,293.69,35.08,511.36
78BN821200957,BV14,44.24,294.01,41.98,513.2
78BN821200957,BV15,50.68,293.12,47.47,513.46
78BN821200957,BV16,55.51,291.49,50.05,514.27
78BN821200957,BV18,53.68,293.67,52.08,522.22
78BN821200957,BV19,49.93,298.75,52.07,519.62
78BN821200957,BV20,52.96,294.78,50.41,505.73
78BN821200957,BV22,47.92,297.73,47.74,505.77
78BN821200957,BV23,38.87,300.26,42.76,507.02
78BN821200957,BV24,34.59,302.28,36.56,506.75
78BN821200957,BV25,27.27,301.11,29.23,529.18
78BN821200957,BV27,19.03,298.3,20.2,514.36
78BN821200957,BV28,14.7,298.71,15.95,514.04
78BN821200957,BV29,9.85,300.64,11.54,516.4
78BN821200957,BV30,3.77,301.16,6.68,513.34
78BN821200957,BV31,-0.61,302.86,2.78,508.44
78BN821200957,BV32,-1.94,299.66,-1.75,510.69
78BN821200957,BV33,-2.19,298.76,-4.68,509.76
78BN821200957,BV34,-7.32,300.36,-8.95,509.85
78BN821200957,BV35,-12.69,297.36,-12.5,510.14
78BN821200957,BV36,-14.69,300.2,-15,506.34
78BN821200957,BW1,-15.73,298.68,-11.62,490.38
78BN821200957,BW2,-9.01,294.55,-9.78,502.43
78BN821200957,BW3,-8.22,298.9,-4.61,520.42
78BN821200957,BW4,-5.74,298.47,-2.05,520.87
78BN821200957,BW5,2.5,295.93,1.83,517.89
78BN821200957,BW6,1.65,297.15,4.64,519.39
78BN821200957,BW7,11.03,292.07,8.77,518.46
78BN821200957,BW8,11.43,297.36,12.96,515.03
78BN821200957,BW9,16.22,296.04,15.66,517.04
78BN821200957,BW11,25.91,293.37,22.04,511.26
78BN821200957,BW12,29.97,294.04,29.81,510.52
78BN821200957,BW14,36.38,294.91,37.07,511.48
78BN821200957,BW15,46.38,293.77,42.47,507.83
78BN821200957,BW16,47.56,293.28,45.67,511.36
78BN821200957,BW18,46.76,294.84,47.31,521.59
78BN821200957,BW19,46.96,295.08,47.34,517.28
78BN821200957,BW20,46.5,298.62,45.83,511.32
78BN821200957,BW22,42,297.56,42.81,502.72
78BN821200957,BW23,26.54,311.49,38.08,509.38
78BN821200957,BW24,28.54,298,31.5,502.6
78BN821200957,BW25,18.14,302.83,24.48,524.16
78BN821200957,BW34,-15.25,299.44,-13.58,508.59
78BN821200957,BW35,-18.02,301.36,-16.69,507.15
78BN821200957,BW36,-22.23,299.36,-19.73,506.87
78BN821200957,BW37,-21.1,301.9,-21.31,501.62
78BN821200957,BY3,-16.76,295.86,-13.41,513.41
78BN821200957,BY4,-7.91,294.06,-10.21,520.17
78BN821200957,BY5,-4.32,295.47,-6.26,510.19
78BN821200957,BY6,-3.89,293.99,-3.84,514.26
78BN821200957,BY7,-0.56,295.59,0.02,514.11
78BN821200957,BY8,4.29,297.63,4.68,516.32
78BN821200957,BY9,7.12,293.98,7.06,517.2
78BN821200957,BY11,17.25,294.14,15.69,508.18
78BN821200957,BY12,25.94,291.62,23.21,510.01
78BN821200957,BY14,34.06,291.62,30.69,508.59
78BN821200957,BY15,41.84,293.38,36.75,506.78
78BN821200957,BY16,41.53,294.11,39.74,511.04
78BN821200957,BY18,43.98,293.14,40.98,521.59
78BN821200957,BY19,44.11,293.61,41.7,514.51
78BN821200957,BY20,37.31,301.74,39.93,507.65
78BN821200957,BY22,36.95,298.82,36.97,508.68
78BN821200957,BY23,27.92,301.75,32.19,505.14
78BN821200957,BY24,22.28,299.1,26.02,498.81
78BN821200957,BY25,21.47,295.54,18.25,516.6
78BN821200957,BY27,7.8,300.34,11.37,510.42
78BN821200957,BY28,7.58,298.33,7.53,509.62
78BN821200957,BY29,0.8,299.72,2.69,510.66
78BN821200957,BY30,-4.19,302.5,-1.89,512.51
78BN821200957,BY31,-10.5,305,-5.18,509.65
78BN821200957,BY32,-12.51,299.98,-10.15,510.34
78BN821200957,BY33,-14.93,297.46,-16.66,505.92
78BN821200957,BY35,-22.82,294.99,-23.92,503.59
78BN821200957,BY36,-23.56,296.6,-26.68,504.1
78BN821200957,C1,-86.56,296.67,-85.88,484.17
78BN821200957,C2,-81.73,296.01,-82.49,490.62
78BN821200957,C3,-74.65,295.46,-80.33,492.37
78BN821200957,C4,-76.93,296.51,-76.49,495.78
78BN821200957,C6,-75.94,294.69,-73.53,496.22
78BN821200957,C7,-73.93,293.29,-74.52,495.49
78BN821200957,C8,-67.66,292.22,-67.82,494.65
78BN821200957,C9,-70.35,292.39,-68.72,489.32
78BN821200957,C11,-66.57,295.59,-64.47,491.22
78BN821200957,C12,-64.14,292.22,-63.58,492.4
78BN821200957,C14,-66.09,296.27,-61.37,491.1
78BN821200957,C15,-61.21,295.42,-61.06,492.61
78BN821200957,C17,-63.05,296.31,-60.55,488.34
78BN821200957,C18,-62.1,295.46,-59.64,488.55
78BN821200957,C20,-58.57,295.44,-60.32,490.29
78BN821200957,C21,-64.4,296.37,-62.52,494.22
78BN821200957,C22,-65.46,297.38,-60.93,501.5
78BN821200957,C23,-67.68,296.7,-65.06,498.48
78BN821200957,C24,-64.83,297.37,-63.08,495.42
78BN821200957,C25,-65.06,292.87,-66.54,484.58
78BN821200957,C26,-67.75,297.1,-65.43,495.47
78BN821200957,C27,-73.1,297.1,-70.26,495.7
78BN821200957,C28,-72.79,296.21,-69.47,492.71
78BN821200957,C29,-76.95,296.93,-73.68,484.53
78BN821200957,C30,-76.27,300.1,-72.84,490
78BN821200957,C31,-85.57,300.52,-81.27,492.17
78BN821200957,C32,-85.19,298.55,-80.33,494.55
78BN821200957,C33,-88.15,296.42,-85.96,484.71
78BN821200957,C34,-88.36,297.76,-85.48,488.53
78BN821200957,C35,-92.98,298.2,-90.02,491.65
78BN821200957,C36,-91.09,295.58,-93.77,487.19
78BN821200957,C37,-98.21,298.73,-97.7,485.09
78BN821200957,CA1,-27.9,298.86,-23.31,487.3
78BN821200957,CA2,-23.42,297,-20.91,506.34
78BN821200957,CA3,-16.39,292.26,-17.08,515.06
78BN821200957,CA4,-15.81,298.1,-11.47,515.2
78BN821200957,CA11,12.39,290.99,8.69,503.77
78BN821200957,CA12,21.13,295.18,16.54,508.46
78BN821200957,CA14,23.71,295.33,24.71,507.14
78BN821200957,CA15,31.76,296.1,29.06,505.77
78BN821200957,CA16,31.33,296,32.71,507.34
78BN821200957,CA18,34.39,293.89,34.49,518.21
78BN821200957,CA19,32.39,297.84,34.88,511.23
78BN821200957,CA20,32,299.22,33.28,504.43
78BN821200957,CA22,28.7,299.35,31.1,503.92
78BN821200957,CA23,20.24,301.09,25.63,503.09
78BN821200957,CA24,15.96,299.03,18.94,493.13
78BN821200957,CA25,12.37,298.74,11.57,510.87
78BN821200957,CA27,-0.64,300.97,2.27,504.9
78BN821200957,CA28,-4.66,299.71,-1.9,508.37
78BN821200957,CA29,-5.57,300.08,-6.65,509.13
78BN821200957,CA30,-12.74,299.95,-10.39,508.04
78BN821200957,CA31,-15.78,302.48,-15.01,506.53
78BN821200957,CA32,-18.49,308.11,-19.43,504.73
78BN821200957,CA34,-28.31,304.52,-25.08,502.54
78BN821200957,CA35,-28.21,300.43,-27.65,504.57
78BN821200957,CA36,-32.16,298.21,-32.43,502.09
78BN821200957,CA37,-34.87,298.33,-34.57,497.93
78BN821200957,CB2,-26.55,293.7,-27.54,497.69
78BN821200957,CB3,-26.05,294.57,-24.6,507.19
78BN821200957,CB4,-13.21,290.32,-18.12,510.85
78BN821200957,CB5,-18.2,296.08,-15.47,510.32
78BN821200957,CB6,-15.33,297.01,-12.46,510.41
78BN821200957,CB7,-8.39,293.77,-8.13,510.03
78BN821200957,CB8,-3.46,292.73,-5.75,511.68
78BN821200957,CB9,-2.57,298.54,-1.49,513.38
78BN821200957,CB11,4.82,291.47,0.65,498.47
78BN821200957,CB12,8.8,297.38,8.59,499.72
78BN821200957,CB14,17.59,295.21,15.02,503.04
78BN821200957,CB15,20.84,296.85,20.7,501.98
78BN821200957,CB16,23.39,296.32,24.38,503.49
78BN821200957,CB18,27.22,294.11,25.4,507.13
78BN821200957,CB19,22.91,296.84,25.83,503.17
78BN821200957,CB20,27.45,295.1,24.15,501.63
78BN821200957,CB22,17.55,300.62,21.39,499.92
78BN821200957,CB23,12.07,302.58,16.96,498.85
78BN821200957,CB24,12,297.36,11.16,489.69
78BN821200957,CB25,1.88,299.7,3.75,509.58
78BN821200957,CB33,-28.84,296.6,-29.19,501.51
78BN821200957,CB34,-34.03,298.95,-32.64,502.65
78BN821200957,CB35,-38.97,300.07,-36.53,501.45
78BN821200957,CB36,-39.53,298.5,-38.82,497.86
78BN821200957,CC1,-38.95,296.16,-36.62,489.98
78BN821200957,CC2,-35.82,296.9,-33.1,502.16
78BN821200957,CC3,-29.58,296.76,-29.26,508.12
78BN821200957,CC4,-27.53,299.68,-26.32,507.8
78BN821200957,CC5,-26.85,296.87,-25.73,502.66
78BN821200957,CC6,-22.84,299.87,-22.46,507.29
78BN821200957,CC7,-16.01,293.57,-19.51,507.76
78BN821200957,CC8,-17.56,295.15,-15.62,509.2
78BN821200957,CC9,-14.8,295.25,-14.37,508.13
78BN821200957,CC11,-5.93,293.49,-8.02,494.54
78BN821200957,CC12,-1.44,295.87,-1.8,498.3
78BN821200957,CC14,8.19,291.48,5.79,497.74
78BN821200957,CC15,12.74,295.3,11.53,499.87
78BN821200957,CC16,15.64,295.58,14.13,495.74
78BN821200957,CC18,15.06,297.56,16.04,500.7
78BN821200957,CC19,15.45,295.09,15.8,499.46
78BN821200957,CC20,14.21,296.13,14.47,498.84
78BN821200957,CC22,8.85,298.2,12.42,496.49
78BN821200957,CC23,3.82,299.23,7.89,489.74
78BN821200957,CC24,1.12,297.58,1.56,479.32
78BN821200957,CC25,-4.16,296.15,-4.79,505.29
78BN821200957,CC27,-9.86,298.03,-8.53,500.38
78BN821200957,CC28,-10.1,295.97,-12.32,503.6
78BN821200957,CC29,-17.55,297.76,-16.49,505.48
78BN821200957,CC30,-29.47,309.39,-20.54,504.33
78BN821200957,CC31,-21.42,296.47,-24.92,502
